序号,id,XQMC,FWWZ,JD,WD
492,492,桂花园8号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园8号,112.886661,27.867639
493,493,四海通超市,湖南省湘潭市岳塘区湘潭市湘乡市东山街道涟滨南路滨江豪庭11栋101正东方向120米,112.539,27.73829
494,494,建设银行-公交站,湖南省湘潭市岳塘区建设银行,112.899947,27.871801
495,495,飞机坪社区,湖南省湘潭市岳塘区湘潭市岳塘区书院路街道飞机坪社区,112.933018,27.816003
496,496,中国建设银行湘纺支行,湖南省湘潭市岳塘区长潭路165,112.95588,27.86306
497,497,山枣供销超市,湖南省湘潭市岳塘区山枣镇龙泉村东北方向90米,112.45329,27.65642
498,498,乐尔乐特价批发超市(代华便利店),湖南省湘潭市岳塘区湘潭市雨湖区云塘街道杨家湾161西北方向40米,112.906608,27.870893
499,499,一大桥河西桥头公园,湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道湖园路33号正北方向189米西南方向110米,112.903647,27.856517
500,500,电厂新村幼儿园,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道芙蓉路51号(电厂新村),112.949431,27.834638
501,501,起凤广场,湖南省湘潭市岳塘区湘潭市湘乡市东山街道民主路341正西方向140米,112.53396,27.73142
502,502,中国工商银行ATM,湖南省湘潭市岳塘区富洲路98号,112.93466,27.91398
503,503,快乐幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇快乐幼儿园,112.87344,27.73012
504,504,秦汉商贸大厦,湖南省湘潭市岳塘区车站路15号,112.903791,27.864714
505,505,金龙花园,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道金龙花园,112.5107,27.74014
506,506,中瀚财富广场,湖南省湘潭市岳塘区吉安路77号,112.95093,27.83184
507,507,中国建设银行湘大分理处,湖南省湘潭市岳塘区羊牯塘湘潭大学,112.85926,27.88675
508,508,白石花园2栋,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇百花社区白石花园2栋,112.947135,27.785913
509,509,中国农业银行ATM,湖南省湘潭市岳塘区河东大道666,112.93496,27.84473
510,510,娜尔思,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
511,511,湘铝幼儿园,湖南省湘潭市岳塘区新湘路城西村七组东南方向140米,112.50472,27.73961
512,512,巴真,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
513,513,乌石镇中心学校,湖南省湘潭市岳塘区湘潭市湘潭县乌石镇,112.666423,27.689955
514,514,华雅花园北门,湖南省湘潭市岳塘区友谊广场电工路1号华雅花园,112.930195,27.818451
515,515,湘潭县易俗河农机商场,湖南省湘潭市岳塘区玉兰中路185,112.94174,27.77767
516,516,湘潭仁和医院-住院部,湖南省湘潭市岳塘区迎宾中路115号,112.88336,27.85916
517,517,郑家学校,湖南省湘潭市岳塘区湘潭市雨湖区响水乡,112.856573,27.918607
518,518,中国建设银行ATM,湖南省湘潭市岳塘区长株潭综合批发大市场副楼区B1栋,113.0151,27.92792
519,519,壶天镇惠农综合服务中心山坪商贸中心,湖南省湘潭市岳塘区湘潭市湘乡市壶天镇,112.12053,27.82496
520,520,瓦屋湾社区,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇瓦屋湾社区,112.965166,27.795559
521,521,湘潭市中心医院-神经外科,湖南省湘潭市岳塘区中心医院-9号楼(住院大楼)9层,112.906258,27.865093
522,522,中国工商银行锰矿支行,湖南省湘潭市岳塘区鹤岭街道果沙塘鹤岭路24号,112.85482,27.96277
523,523,洪塘学校,湖南省湘潭市岳塘区湘潭市湘乡市山枣镇,112.402251,27.698735
524,524,启梦幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县中路铺镇启梦幼儿园,112.83933,27.56545
525,525,湘潭建春医院,湖南省湘潭市岳塘区韶山东路422东南方向162米,112.90994,27.8716
526,526,晨曦幼儿园,湖南省湘潭市岳塘区板塘区长潭路35号正西方向166米,112.50726,27.52405
527,527,易简,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
528,528,晟光大厦,湖南省湘潭市岳塘区大湖北路1,112.89393,27.85968
529,529,富民城社区,湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道富民城社区,112.885742,27.860631
530,530,雨湖区鹤岭镇幼儿园,湖南省湘潭市岳塘区湘潭市雨湖区鹤岭镇,112.829999,27.973075
531,531,新天小区,湖南省湘潭市岳塘区枣园路西北方向100米,112.51534,27.9266
532,532,明星幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市东山街道明星幼儿园,112.54449,27.72926
533,533,湘潭农商银行ATM,湖南省湘潭市岳塘区韶山东路68号(护潭广场),112.92167,27.87352
534,534,朝霞幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县茶恩寺镇朝霞幼儿园,112.87053,27.39452
535,535,桔园小区,湖南省湘潭市岳塘区湘潭市岳塘区东坪街道,112.901746,27.839115
536,536,鸿华小区,湖南省湘潭市岳塘区湘潭市岳塘区岳塘街道芙蓉西路8号,112.91395,27.82377
537,537,车站路社区,湖南省湘潭市岳塘区湘潭市雨湖区雨湖路街道车站路社区,112.902828,27.86365
538,538,谭家山镇中心学校,湖南省湘潭市岳塘区县谭家山镇棠霞村委会,112.954412,27.646643
539,539,皇室幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县乌石镇皇室幼儿园,112.624044,27.680538
540,540,体育公园,湖南省湘潭市岳塘区湘潭市岳塘区东坪街道建设中路与福星西路交界,112.9095,27.84432
541,541,中国农业银行ATM,湖南省湘潭市岳塘区芙蓉西路299,112.91359,27.82379
542,542,湘潭天易示范区文体公园,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇江湾广场B1层64号236号正北方向140米,112.966297,27.797968
543,543,精致生活超市,湖南省湘潭市岳塘区福星中路169号福星国际金融中心天虹百货2楼,112.93816,27.85242
544,544,世外桃源购物中心,湖南省湘潭市岳塘区湘潭市雨湖区响水乡,112.90703,27.90033
545,545,第六空间大都会家居家家美商场,湖南省湘潭市岳塘区湘潭市岳塘区双马街道湘潭大道与芙蓉大道交叉口,112.952804,27.83206
546,546,四总社区,湖南省湘潭市岳塘区湘潭市湘乡市潭市镇,112.348295,27.718693
547,547,湘潭市中医医院-急诊,湖南省湘潭市岳塘区人民路238,112.89457,27.85483
548,548,韶山农商银行如意支行,湖南省湘潭市岳塘区湘潭市韶山市清溪镇,112.55372,27.92863
549,549,路口社区,湖南省湘潭市岳塘区湘潭市岳塘区昭山镇路口社区,113.027249,27.933383
550,550,金都地下商场,湖南省湘潭市岳塘区潭邵路5正东方向160米,112.87733,27.86095
551,551,湘乡市第一中学,湖南省湘潭市岳塘区健康西路正北方向184米,112.521072,27.730249
552,552,盘龙社区,湖南省湘潭市岳塘区河东大道23正南方向200米,112.929404,27.842577
553,553,长沙银行湘潭分行,湖南省湘潭市岳塘区芙蓉路52号,112.94658,27.83267
554,554,大桥花园2栋,湖南省湘潭市岳塘区湘潭市湘乡市昆仑桥街道大桥花园2栋,112.522347,27.724739
555,555,小火车,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
556,556,湘乡市名民实验中学,湖南省湘潭市岳塘区湘潭市湘乡市东郊乡,112.5433,27.77585
557,557,日日升超市,湖南省湘潭市岳塘区英雄路韶山广播电视局隔壁,112.52158,27.92295
558,558,江湾广场,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇江湾广场B1层64号236号东北方向80米,112.966269,27.797408
559,559,火炬南路馨钢花园4栋,湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道火炬南路馨钢花园4栋,112.94948,27.828476
560,560,湖南银行ATM,湖南省湘潭市岳塘区湖湘西路1号,112.930403,27.832094
561,561,嘟嘟象培训学校,湖南省湘潭市岳塘区湘潭市湘乡市东山街道起凤路和民主路交汇励志城邦12栋101(碧桂园旁),112.53701,27.729747
562,562,涓江学校,湖南省湘潭市岳塘区湘潭市湘潭县花石镇,112.727118,27.557858
563,563,古塘桥中心小学,湖南省湘潭市岳塘区湘潭市湘潭县河口镇,112.811851,27.712972
564,564,二纺厂小区,湖南省湘潭市岳塘区潭锰路31正西方向180米,112.89888,27.88342
565,565,机关幼儿园,湖南省湘潭市岳塘区夏梓桥,112.53123,27.7389
566,566,锦源广场,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道芙蓉中路38东北方向120米,112.94123,27.83301
567,567,起凤路社区,湖南省湘潭市岳塘区湘潭市湘乡市东山街道,112.541725,27.740634
568,568,湘潭市口腔医院-东南门,湖南省湘潭市岳塘区湘潭市雨湖区雨湖路街道雨湖路95号(湘潭市口腔医院本部),112.907304,27.863181
569,569,南岭花园商务会所旗舰店,湖南省湘潭市岳塘区湘潭市雨湖区广场街道南岭路95号,112.88514,27.86603
570,570,湘潭市中心医院-泌尿外科,湖南省湘潭市岳塘区中心医院-9号楼(住院大楼)19层,112.906258,27.865093
571,571,江麓医院-五官科门诊,湖南省湘潭市岳塘区江麓医院门诊部2层,112.888415,27.872328
572,572,快点便利超市,湖南省湘潭市岳塘区晓塘东路天利恩泽厂区内正东方向200米,112.95528,27.82806
573,573,龙城广场,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道东山北路276西南方向60米,112.51674,27.73873
574,574,明德小学,湖南省湘潭市岳塘区湘潭市湘乡市潭市镇,112.353777,27.706593
575,575,湘潭农商银行ATM,湖南省湘潭市岳塘区湘潭市岳塘区昭山镇湘潭农商银行atm,113.01195,27.96161
576,576,湘乡市第四中学,湖南省湘潭市岳塘区泉塘镇繁育村,112.4814,27.74006
577,577,中国银行湘潭金柱支行,湖南省湘潭市岳塘区河东大道48号金桂名城1号,112.925,27.84026
578,578,纱厂街社区,湖南省湘潭市岳塘区湘潭市岳塘区五里堆街道纱厂街社区,112.952296,27.85997
579,579,安乐社区,湖南省湘潭市岳塘区湘潭市岳塘区五里堆街道板马路与Z003交叉口西南100米西南方向130米,112.958944,27.863491
580,580,湘潭市岳塘区星福花园5栋,湖南省湘潭市岳塘区湘潭市岳塘区建设路街道星福花园5栋,112.910432,27.846443
581,581,九华启明星幼儿园,湖南省湘潭市岳塘区九华经开区,112.919,27.91182
582,582,桂花自选商场,湖南省湘潭市岳塘区东郊乡长分村正东方向80米,112.57768,27.77289
583,583,乐贝儿幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市龙洞镇乐贝儿幼儿园,112.5108,27.82979
584,584,紫山小学,湖南省湘潭市岳塘区湘潭市湘潭县排头乡,112.672474,27.621893
585,585,杨嘉桥中学,湖南省湘潭市岳塘区湘潭市湘潭县杨嘉桥镇,112.778785,27.774793
586,586,桂花园7号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园7号,112.88674,27.867426
587,587,棉麻布衣素,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道天虹商场(湘潭店)2层,112.937825,27.852386
588,588,常青藤艺术培训学校,湖南省湘潭市岳塘区湘潭市湘潭县石潭镇常青藤艺术培训学校,112.70826,27.75417
589,589,楠竹山工业小区,湖南省湘潭市岳塘区湘潭市雨湖区楠竹山镇江南金属制品厂附近,112.663467,27.844207
590,590,中银综合大厦,湖南省湘潭市岳塘区易俗河镇凤凰中路871号,112.94662,27.78771
591,591,艺都大酒店,湖南省湘潭市岳塘区九华杉山社区华美丽都对面,112.92694,27.93371
592,592,湘乡农商银行新研支行,湖南省湘潭市岳塘区湘潭市湘乡市东郊乡湘乡农商银行新研支行,112.60787,27.78642
593,593,湘潭农商银行湘电支行,湖南省湘潭市岳塘区岳塘路7,112.91744,27.81931
594,594,湖南省有色地质勘查局二总队鑫山小区,湖南省湘潭市岳塘区湘潭市岳塘区建设路街道河东大道988号鑫海大厦,112.91204,27.84966
595,595,云盘花园小区B区-东门,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道河东大道169号(云盘花园小区B区),112.946968,27.845889
596,596,湘乡农商银行ATM,湖南省湘潭市岳塘区湘潭市湘乡市东郊乡湘乡农商银行atm,112.54709,27.758
597,597,金龙花园9栋,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道金龙花园9栋,112.510074,27.739679
598,598,湘乡中医医院-护理部,湖南省湘潭市岳塘区新湘路湘乡中医医院门诊大楼5楼,112.52388,27.73583
599,599,严冲小学,湖南省湘潭市岳塘区湘潭市湘潭县排头乡,112.66543,27.584
600,600,火炬南路馨钢花园15栋,湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道火炬南路馨钢花园15栋,112.948566,27.829797
601,601,松香苑小区,湖南省湘潭市岳塘区雪松南路98,112.94821,27.77115
602,602,金龙花园11栋,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道金龙花园11栋,112.509974,27.740184
603,603,麦子石中学,湖南省湘潭市岳塘区零零四县道附近正西方向105米,113.00589,27.7387
604,604,乐购超市,湖南省湘潭市岳塘区湘潭市雨湖区先锋街道,112.89805,27.89345
605,605,慧通幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇梧桐路以西涓江天易新城3栋1单元1-101-201号正北方向40米,112.970299,27.780452
606,606,湘钢晓塘住宅小区钢晓村小区,湖南省湘潭市岳塘区岳塘区,112.920308,27.824752
607,607,桂花园49号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园49号,112.885133,27.869229
608,608,商场巷15号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道商场巷15号,112.897318,27.869886
609,609,启明幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市月山镇启明幼儿园,112.35545,27.82391
610,610,竹霞学校,湖南省湘潭市岳塘区湘潭市湘潭县谭家山镇,113.025409,27.633045
611,611,中国工商银行ATM,湖南省湘潭市岳塘区熙春路延长线城正街街道板石巷,112.919217,27.869804
612,612,天元湘潭中心A座,湖南省湘潭市岳塘区湘潭市岳塘区东坪街道岚园路4号(天元湘潭中心),112.911898,27.838436
613,613,虞唐超市,湖南省湘潭市岳塘区虞塘镇虞塘村西南方向190米,112.35437,27.60992
614,614,三建兴城办公大楼,湖南省湘潭市岳塘区湘潭市岳塘区霞城街道书院路36号东北方向30米,112.942461,27.818627
615,615,国强社区,湖南省湘潭市岳塘区湘潭市岳塘区双马街道国强社区,112.980333,27.83107
616,616,下摄司五星安置小区,湖南省湘潭市岳塘区湘潭市岳塘区霞城街道下摄司五星安置小区,112.92537,27.80054
617,617,家佳源生活超市,湖南省湘潭市岳塘区新乡路49号原龙城电影院,112.51989,27.73491
618,618,湘乡中医医院-留观室,湖南省湘潭市岳塘区新湘路湘乡中医医院门诊大楼1楼,112.52388,27.73583
619,619,西山学校,湖南省湘潭市岳塘区湘潭市湘乡市栗山镇,112.396388,27.617652
620,620,马家堰中心小学,湖南省湘潭市岳塘区湘潭市湘潭县白石镇,112.935214,27.47095
621,621,中国农业银行湘乡支行,湖南省湘潭市岳塘区新湘路27号,112.52174,27.73548
622,622,湘乡东山医院,湖南省湘潭市岳塘区起凤路,112.53065,27.7234
623,623,七里小学,湖南省湘潭市岳塘区湘潭市湘潭县云湖桥镇,112.732773,27.841673
624,624,东山学校-公交站,湖南省湘潭市岳塘区东山学校,112.545578,27.732885
625,625,湘潭市岳塘区彩霞花园3栋,湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道彩霞花园3栋,112.919668,27.817271
626,626,叮谠幼儿园,湖南省湘潭市岳塘区韶山东路430,112.9106,27.87027
627,627,杏花园学习辅导室,湖南省湘潭市岳塘区百花路125,112.94025,27.78191
628,628,湘潭市第一中学,湖南省湘潭市岳塘区建设北路117,112.89929,27.86801
629,629,石叽幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市月山镇石叽幼儿园,112.36073,27.78301
630,630,湘乡农商银行东郊支行,湖南省湘潭市岳塘区湘潭市湘乡市东郊乡湘乡农商银行东郊支行,112.54709,27.758
631,631,长乐双语幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县河口镇长乐双语幼儿园,112.90504,27.78454
632,632,火炬南路馨钢花园1栋,湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道火炬南路馨钢花园1栋,112.949663,27.828171
633,633,双吻,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
634,634,竹冲小学,湖南省湘潭市岳塘区湘潭市湘潭县中路铺镇,112.899943,27.585559
635,635,师大天易培训学校,湖南省湘潭市岳塘区玉花路78,112.93991,27.78206
636,636,湘钢一中,湖南省湘潭市岳塘区峨嵋路,112.9132,27.8151
637,637,橘朵,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
638,638,河口镇中湾小学,湖南省湘潭市岳塘区湘潭市湘潭县河口镇,112.876229,27.771273
639,639,湘乡市特殊教育学校,湖南省湘潭市岳塘区湘潭市湘乡市东山街道育才路286,112.539992,27.730387
640,640,家家好超市,湖南省湘潭市岳塘区双马工业园内正西方向20米,112.9727,27.83517
641,641,奋飞大厦,湖南省湘潭市岳塘区车站路21,112.902796,27.863547
642,642,惠祥特价批发超市,湖南省湘潭市岳塘区湘潭市岳塘区建设路街道福星东路88号东北方向60米,112.9184,27.85132
643,643,育塅乡示范学校,湖南省湘潭市岳塘区湘潭市湘乡市育塅乡育塅村,112.491475,27.776358
644,644,惠友超市,湖南省湘潭市岳塘区龙江路172东南方向40米,112.95038,27.79329
645,645,湘一佳超市,湖南省湘潭市岳塘区湘潭市湘乡市金石镇湘一佳超市,112.40986,28.04139
646,646,洞山小学,湖南省湘潭市岳塘区湘潭市湘乡市潭市镇,112.272383,27.766009
647,647,向阳幼儿园,湖南省湘潭市岳塘区昆仑桥办事处东山南路55号西北方向96米,112.52243,27.72712
648,648,起凤幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市东山街道起凤幼儿园,112.53938,27.72019
649,649,建设社区,湖南省湘潭市岳塘区湘潭市雨湖区广场街道建设社区,112.895675,27.871853
650,650,商城社区,湖南省湘潭市岳塘区湘潭市岳塘区荷塘街道,112.961392,27.8822
651,651,春天来了超市财富店,湖南省湘潭市岳塘区金薮乡金薮村西南方向190米,112.3006,27.94572
652,652,桂花园30号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园30号,112.886564,27.868197
653,653,中国银行ATM,湖南省湘潭市岳塘区解放路32号,112.89856,27.86246
654,654,中国银行东泗路支行,湖南省湘潭市岳塘区岳塘路243,112.90876,27.8307
655,655,湘潭爱尔仁和医院,湖南省湘潭市岳塘区迎宾中路115,112.883514,27.859004
656,656,护潭广场,湖南省湘潭市岳塘区韶山东路附近,112.92171,27.87477
657,657,湘潭县人民医院,湖南省湘潭市岳塘区玉兰南路817,112.945172,27.770481
658,658,新都汇写字楼北区,湖南省湘潭市岳塘区湘潭市雨湖区和平街道学府路新都汇东北方向30米,112.934335,27.906633
659,659,1001夜,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
660,660,湘潭县雁坪中学,湖南省湘潭市岳塘区湘潭市湘潭县杨嘉桥镇,112.73225,27.774553
661,661,永嘉桥社区,湖南省湘潭市岳塘区湘潭市湘乡市毛田镇,112.111767,27.681979
662,662,新港社区,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道,112.516235,27.73617
